id	ER-ERR1084806_PE	ER-ERR1084805_PE	ER-ERR1084765_PE	ER-ERR1084764_PE	TN-ERR1084799_PE	TN-ERR1084798_PE	TN-ERR1084768_PE	TN-ERR1084766_PE
Group	ER	ER	ER	ER	TN	TN	TN	TN
ENSG00000133983	178.11	271.2	167.15	123.35	156.58	151.36	116	533.56
ENSG00000134001	0	0	0	0	0	0	0	1
ENSG00000134061	0	0	1	0	60	101	96	0
ENSG00000134086	1	0	0	1	0	0	0	0
ENSG00000134146	1	10.17	1	0	0	0	0	0
ENSG00000134184	377.07	0.31	12.61	0	0	125.29	0.73	44.36
ENSG00000134245	0	0	0	0	0	1	0	0
ENSG00000134248	2	2	0	0.16	3.67	5.62	2.25	1
ENSG00000134265	0	0	0	0	0	0	1	0
ENSG00000134324	0	0	0	0	1	0	0	0
ENSG00000134369	0	0	0	0	0	0	1	0
ENSG00000134375	0	0	0	0	0	0	0	1
ENSG00000134548	2	8	1	4	7	11	15	64
ENSG00000134717	1	0	0	1	1	0	0	7.3
ENSG00000134748	1	0	0	0	0	0	1	0
ENSG00000134757	0	0	0	1	1	0	0	0
ENSG00000134762	0	0	0	0	18	0	3.72	0.72
ENSG00000134830	0	0	0	0	0	0	1	0
ENSG00000134873	0	0	0	0	6.66	123	37.46	37
ENSG00000134874	0	0	0	0	1.34	0	1.54	0
ENSG00000134955	0	0	0	0	0	1	0	0
ENSG00000135093	3	5	8	13	3	8	1	0
ENSG00000135119	0	1	0	0	0	0	0	0
ENSG00000135124	2	1	0	0	2	0	1	0
ENSG00000135297	0	0	0	0	1	0	0	0
ENSG00000135378	0	1	0	0	0	0	0	0
ENSG00000135390	1	0	0	0	0	0	0	0
ENSG00000135424	0	0	0	0	0	0	0	2
ENSG00000135480	0	0	0	0	1	0	0	0
ENSG00000135637	0	2	0	0	0	0	0	2.01
ENSG00000135677	0	0	0	0	0	0	1	0
ENSG00000135678	0	0	0	0	0	0	0	1
ENSG00000135720	1194.01	2745.47	3842.92	3415.47	3033	2705.15	2325.03	7342.81
ENSG00000135903	5	0	1	0	0	362	0	604
ENSG00000135917	0	0	0	0	0	0	1	0
ENSG00000135919	1.87	0	0	0	0	0	0	0
ENSG00000135966	1.12	9.06	4	12.02	4.01	12.22	3	2
ENSG00000135976	0	0	0	0	1	0	0	0
ENSG00000136002	0	1.89	0	0	0	0	0	0
ENSG00000136051	0	0	0	0	1	0	0	0
ENSG00000136155	1	3	1	0	0	1	735	0
ENSG00000136169	2	0	0	0	0	0	1	0
ENSG00000136319	0	0	0	0	1	1	0	0
ENSG00000136381	1.94	0	1	0	0	0	0	0
ENSG00000136731	1	1	2	1	0	0	0	1
ENSG00000136819	1	0	0	0	0	0	0	0
ENSG00000136895	0	0	0	0	1	0	0	0
ENSG00000136937	1	0	0	0	0	0	0	0
ENSG00000137033	0	1	1	0	20	10	7	86
ENSG00000137221	0	0	0	0	1	0	0	0
ENSG00000137270	1	4	3	2	0	6	7	188
ENSG00000137364	0	0	0	0	0	1.04	2.51	0
ENSG00000137413	0	1	2	0	3	0	0	0
ENSG00000137497	1	25.63	0	0	5.29	13.75	2.48	1
ENSG00000137500	0	1	0	0	0.98	0	0	0
ENSG00000137501	0	0	0	4.6	0	0	1.08	0
ENSG00000137642	0	0	0	0	0	0	0	1
ENSG00000137770	0	0	0	0	0	0.38	0	0
ENSG00000137809	2	2	0	1	10	35	4	149
ENSG00000137814	0	0	0	0	0	0	0	1
ENSG00000137818	0	0	0	0	0	2	0	0
ENSG00000137819	0	0	0	0	0	0	1	0
ENSG00000137871	0	0	0	0	0	0	1	0
ENSG00000138028	0	0	0	1	0	0	0	0
ENSG00000138035	0	0	0	0.99	1.99	1.23	1	1.99
ENSG00000138131	0	4	7	23	41	0	123	1
ENSG00000138152	1	19	0	0	2	3	0	4
ENSG00000138162	0	0	0	0	1	0	0	2
ENSG00000138185	1	0	0	1	0	0	0	0
ENSG00000138435	2	0	0	0	0	1	0	1
ENSG00000138439	0	0	0	1	0	0	0	0
ENSG00000138468	0	0	0	0.93	0	1.03	0	0
ENSG00000138593	0	1	1	2	1	1	0	0
ENSG00000138604	0	0	0	0	0	0	0	1
ENSG00000138757	2.11	0	0	0	0	0	0	0
ENSG00000138760	0	1	0	0	0	0	0	0
ENSG00000139117	57	1	1	0	0	3	10	686
ENSG00000139218	0	1	0	0	0	0	0	0
ENSG00000139323	1	0	0	0	0	0	0	0
ENSG00000139344	0.8	0	0.26	0	7.36	0	1.69	0
ENSG00000139631	0	0	0	0	0	1	0	0
ENSG00000139697	0	0	0	0	0	1	0	0
ENSG00000139719	0	2.46	0	1	1	1	0	0
ENSG00000140025	0	1	0	0	0	0	0	0
ENSG00000140265	0	1	0	0	0	0	0	0
ENSG00000140279	0	0	0	0	1	2	0	0
ENSG00000140443	16946	3422	4344	8318	887	10361	1171	239
ENSG00000140451	0	0	0	0	0	1.99	0.92	0
ENSG00000140459	0	3	0	0	57	6	338	64
ENSG00000140557	0	0	0	0	1	87	0	558
ENSG00000140612	0	0	0	1	0	1.96	0	0
ENSG00000140632	0	0	0	0	0	0	0	1
ENSG00000140832	0	1.22	0	0	0	0	0	0
ENSG00000141141	0	0	0	1	0	0	0	1
ENSG00000141252	2	0	0	0	1	3	0	0
ENSG00000141446	0	0	0	0	1.72	0	0	0
ENSG00000141527	0	0	0	0	1	0	0	0
ENSG00000141543	4	3	4	0	2	0	0	0
ENSG00000141562	0	0	0	0	0	0	0	1
ENSG00000141576	0	0	0	0	1	0	0	0
ENSG00000141665	0	0	0	0	0	0	0	1
ENSG00000141933	0	0	0	1	1.01	0	0	0
ENSG00000142002	1	0	0	0	0	0	0	0
ENSG00000142599	6.69	7	6	4	4	7.74	0	13.89
ENSG00000142609	0	0	1	0	0	0	0	0
ENSG00000142765	0	1	0	0	0	0	0	0
ENSG00000143028	0	2	0	0	1	18	9	135
ENSG00000143194	0	0	0	0	0	0	0	8
ENSG00000143222	0	0	0	0	0	0	0	1
ENSG00000143324	0	0	0	0	0	0	0	1
ENSG00000143337	0	0	0	0	0	0	0	1
ENSG00000143374	0	0	0	0	0	0	0	1
ENSG00000143398	86	110	103	106	193	150	81	103
ENSG00000143420	0	0	1	0	0	0	0	0
ENSG00000143429	1	0	0	0	1	0	5	1
ENSG00000143556	32	780	0	0	69	0	4	0
ENSG00000143632	1	28	4	1	23	0	0	0
ENSG00000143748	0	0	0	0	0	1	1	0
ENSG00000143947	1255	1304	663	707	1024	3714.78	2208.17	6129.36
ENSG00000143951	6.09	3.47	2.98	5.78	5.83	11.72	15.56	10.5
ENSG00000144306	1	0	2	4	0	0	0	0
ENSG00000144366	0	0	0	1	0	0	0	0
ENSG00000144381	0	0	0	1	0	0	0	8
ENSG00000144401	4.91	3.88	4	1.23	1.44	4.57	6.27	0
ENSG00000144406	0	0	0	1	0	0	0	0
ENSG00000144407	1	2	0	0	1	15	1	3
ENSG00000144504	1.01	0	0	0	0	0	0	0
ENSG00000144619	0	0	0	0	0	0	1	0
ENSG00000144642	0	0	0	0	0	2	0	97
ENSG00000144645	0	0	0	0	0	0	0	2
ENSG00000144713	0	0	0	0	0	1	0	0
ENSG00000144741	0	0	0	0	0	0	1	0
ENSG00000144792	0	0	0	0	0	0	1	0
ENSG00000144810	0	0	0.82	0	8.03	2.99	6.84	0
ENSG00000144824	1.1	0	0	0	0	0	0	0
ENSG00000145012	38.81	1	0	0	7.87	6.87	14.69	1
ENSG00000145016	0	1	0	0	0	0	0	0
ENSG00000145029	0	0	0	0	0	0	1	0
ENSG00000145284	0	0	0	0	0	1	1	0
ENSG00000145348	0	0	0	0	0	0.99	0	0
ENSG00000145390	0	1	0	0	0	0	0	0
ENSG00000145476	0.87	4.94	2	1.98	3.99	6.88	10	1.03
ENSG00000145592	0	0	0	0	0	0	0	1
ENSG00000145623	0	0	0	0	0	0	0	2
ENSG00000145687	2.01	1	1	0	0	0	0	0
ENSG00000145725	0.86	0.78	0	0	0.97	1	0	0
ENSG00000145817	0	0	0	0	0	0	0	1
ENSG00000145819	0	0	0	0	0	1	0	0
ENSG00000145936	0	0	0	0	0	1	0	0
ENSG00000146006	9	1	2	0	1	7	4	49
ENSG00000146054	0	0	0	0	0	0	0	1
ENSG00000146070	10	0	3	4	97	0	17	28
ENSG00000146223	0	0	0	0	0	0	2	2
ENSG00000146267	0	0	0	0	0	1	0	0
ENSG00000146350	0	0	0	0	0	0	0	1
ENSG00000146373	1	15	0	0	61.75	5.12	20.95	3.87
ENSG00000146374	0	0	2	0	0	4	2	113
ENSG00000146425	0	0	0	0	0	0	0	1
ENSG00000146477	0	0	0	0	0	4.28	0	254
ENSG00000146842	1.12	0	0	0	0	0	0	0
ENSG00000146966	0	0	0	0	1	1	1.13	0
ENSG00000147174	0	0	0	0	0	1	0	0
ENSG00000147206	0	0	0	0	0	0	0	16
ENSG00000147381	0	0	1	0	318	19	0	2254.83
ENSG00000147536	0	0	0	1	0	2	0	0
ENSG00000147647	0	0	1	3	0	1	3	36
ENSG00000147697	0	0	0	0	0	1.01	0	0
ENSG00000147789	0	0	1	0	0	0	0	0
ENSG00000148219	6.96	5.98	0	4.54	5.86	5.49	5.59	3.08
ENSG00000148225	0	0	0	1	0	0	0	0
ENSG00000148297	0	0	0	1	0	0	0	0
ENSG00000148600	0	3	0	0	4	3	9	683
ENSG00000148634	1	0	0	0	0	0	0	0
ENSG00000148704	1	0	0	0	9	5	26	36
ENSG00000148773	0	0	0	0	0	0	0	31
ENSG00000149054	0	0	0	0	0	1.82	0	0
ENSG00000149090	5	13	0	1	2	7	6	0
ENSG00000149091	1442	1667.76	1870.21	1861	3278.15	1682	3336	332
ENSG00000149182	0	0.85	0	0	0	0	0	0
ENSG00000149311	1	0	0	1	0	0	0	0
ENSG00000149483	0	0.98	0	0	0	0	1	0
ENSG00000149485	0	0	0	0	0	0	1	0
ENSG00000149554	1	0	0	0	0	0	0	0
ENSG00000149633	0	0	0	0	1	15	36	0
ENSG00000149679	0	0	0	1	0	0	0	0
ENSG00000150051	322	5	0	0	0	0	0	22
ENSG00000150394	0	0	0	0	0	0	1	0
ENSG00000150401	0	1	0	0	0	0	0	0
ENSG00000150477	34.91	21.12	15.45	17.58	21.19	22.32	8.27	5.17
ENSG00000150527	2	1	0	0	0	1	1	0
ENSG00000150687	0	0	0	1	0	0	0	0.99
ENSG00000150991	0	0	1	0	0	0	0	0
ENSG00000151327	0.99	0.82	0	0	1	0	0	1
ENSG00000151338	17.93	0	0	0	15.84	17.9	29.48	7.69
ENSG00000151388	2	27	17	8	0	105	24	278
ENSG00000151422	1	0	0	0	0	0	0	0
ENSG00000151474	0	0	0	1	0	0	0	0
ENSG00000151575	0	0	0	0	0	0	1	1
ENSG00000151576	0	0	0	1.84	4.03	0	0	0
ENSG00000151657	5.5	0	0	0	0	0	0	0
ENSG00000151773	0	0	0	0	1	0	0	0
ENSG00000151789	1	0	1	0	3	36	80	3
ENSG00000151846	0	0	0	0	0	3	0	1.03
ENSG00000151882	0	0	0	0	2	0	0	0
ENSG00000152049	1	0	0	0	0	0	0	0
ENSG00000152104	0	0	0	0	1	0	0	1
ENSG00000152147	0	0	0	0	1	0	0	0
ENSG00000152229	0	1	0	0	0	1	2	0
ENSG00000152443	0	0	0	0	0	0	0	1
ENSG00000152465	0	0	1	0	0	0	0	0
ENSG00000152495	0	0	0	0	0	0	1	0
ENSG00000152556	4	0	0	0	0	0	0	0.98
ENSG00000152689	0	0	0	1	0	0	1.85	0
ENSG00000152700	0	0	0	0	0	1.99	1	0
ENSG00000152767	1	0	0	0	0	0	0	0
ENSG00000152904	1	0.92	0	0.98	1	0	0	0
ENSG00000152990	1	0	0	0	0	0	0	0
ENSG00000153029	0	0	0	0	0	0	1	0
ENSG00000153048	0	0	0	0	0	1	0	0
ENSG00000153237	0	0	0	0	0	1	0	0
ENSG00000153666	2	0	1	1	0	1	2	4
ENSG00000153721	0	0	0	0	1	0	0	0
ENSG00000154240	0	0	0	0	1	0	0	0
ENSG00000154269	17	3	10	9	6	3	40	42
ENSG00000154451	0	0	1	0	0	1	0	0
ENSG00000154783	0	0	0	0	0	0	1	0
ENSG00000154839	0	0	0	0	0	0	0	2
ENSG00000155034	1	1	1	0	0	2	2	0
ENSG00000155085	1	0	0	0	1	0	0	0
ENSG00000155111	0	0	0	0	1	1	0	0
ENSG00000155380	0	0	0	0	0	0	0	1
ENSG00000155849	0	0	0	0	0	0	1	0
ENSG00000155858	0	0	0	0	0	0	1	0
ENSG00000156150	0	0	0	0	3.48	0	142.71	150.26
ENSG00000156218	6.18	1.02	0	0.99	3.54	2.65	3	0
ENSG00000156265	1	0	0	0	0	0	0	0
ENSG00000156482	0	0	1	0	0	0	2	8
ENSG00000156500	1.81	0	0	0	1.64	3.02	0.74	0
ENSG00000156508	12439.13	20472.43	12390.2	14150.69	13503.47	33760.63	24670	22366.13
ENSG00000156509	0	0.98	0	0	1.02	1.55	0	0
ENSG00000156531	0	0	0	0	0	1.05	0	0
ENSG00000156675	0	0	0	0	0	0	0	1
ENSG00000156968	1	0	0	0	0	0	0	0
ENSG00000157087	0	0	0	0	0	0	0	2
ENSG00000157106	0	0	0	1	0	0	1	0
ENSG00000157150	132	6	8	4	2	7	4	27
ENSG00000157152	4	0	0	0	427	61	123	21
ENSG00000157551	2	0	0	1.02	0	2.83	16.94	1
ENSG00000157895	1	0	0	0	0	0	0	0
ENSG00000158122	1	0	0	0	0	0	0	0
ENSG00000158636	0	0	0	0	0	0	0	1
ENSG00000158691	0	1	0	0	0	0	0	0
ENSG00000158859	0	0	0	0	0	0	0	1
ENSG00000159173	2	0	0	0	0	0	0	0
ENSG00000159259	0	0	2	1	0	0	0	0
ENSG00000159433	0	0	0	0	0	0.99	0	0
ENSG00000159720	0	1	0	0	2	0	0.11	0
ENSG00000159921	0	0	0	0	1	1.01	0.87	0
ENSG00000160049	0	0	1	2	0	0	0	0
ENSG00000160062	0	0	0	1	0	0	0	0
ENSG00000160194	0	1	0	0	0	0	0	0
ENSG00000160209	0	0	0	1	0	0	1	0
ENSG00000160223	0	0	0	0	1	0	0	0
ENSG00000160229	0	0	0	0	0	0	1	0
ENSG00000160305	0	0	0	0	0	0	1	0
ENSG00000160321	0	0	0	1	0	1	0	0
ENSG00000160352	0	0	0	0	0	0	0	1
ENSG00000160392	10	16	25.49	19.21	3	4	6	0
ENSG00000160439	0	1.99	0	0	0	1.23	0.87	0
ENSG00000160471	0	1	0	0	0	0	0	2
ENSG00000160613	0	0	0	0	1	0	1	3.43
ENSG00000160752	0	0	0	0	0	0	0	1
ENSG00000160877	18	14	13	16	14	19	11	19
ENSG00000160949	0	0	0	0	0.08	0	0	1
ENSG00000160961	0	0	0	0	0	0	0	1
ENSG00000161010	1.76	1.99	0	3	0	4.55	1.79	0
ENSG00000161204	0	0	0	0	0	0	0	1
ENSG00000161243	4	0	0	1	2	1	1	0
ENSG00000161270	0	1	0	0	0	0	0	0
ENSG00000161570	0	1	0	2	2.39	6	2.42	0
ENSG00000161681	0	0	0	0	6	0	0	5
ENSG00000161714	5.11	0	0	0	0	0	0	0
ENSG00000161798	0	4	1	0	42	900	480	0
ENSG00000161888	0	1	2.01	1	0	2	0	1
ENSG00000161960	1	0	0	0	0	0	0	0
ENSG00000162144	1	1.01	0	0	0	0	0	0.3
ENSG00000162231	0	0	0	1	0	1	0	3
ENSG00000162367	0	2	0	0	19	15	13	153
ENSG00000162378	2	0	0	0	0	0	0	0
ENSG00000162390	0	0	0	1	0	0	0	0
ENSG00000162399	9	7	0	1	7	1	1	0
ENSG00000162408	0	0	0	0	1.25	0	4	1
ENSG00000162419	0	0	0	0	0	0	0	2
ENSG00000162438	0	0.63	0	0	0	0	0	0
ENSG00000162458	2	0	1	0	0	0	1	0
ENSG00000162552	0	3	7	3	0	2	1	0
ENSG00000162585	1	0	0	0	0	0	0	0.79
ENSG00000162594	0	0	0	0	0	0	1	0
ENSG00000162654	0	0	0	0	0	0	1.02	0
ENSG00000162728	1	8	0	0	4	5	8	9
ENSG00000162783	0	0	0	1	0	0	0	0
ENSG00000162928	0	0	0	0	0	0	1.02	0
ENSG00000163017	0	0	0	0	2	0	0	1
ENSG00000163041	839.32	1833.25	411.21	360.36	409.49	351.58	828.57	874.43
ENSG00000163081	0	0	0	0	0	1	0	2
ENSG00000163093	1.01	1	0	0	0	1.95	2.92	0
ENSG00000163132	0	0	0	0	0	0	0	2
ENSG00000163156	0	0	0	0	1.01	0	0	0
ENSG00000163257	0	0	1	0	0	0	0	0
ENSG00000163319	2	0	0	0	0	1	0	0
ENSG00000163328	0	0	0	0	0	0	0	1
ENSG00000163364	0.5	2.44	0	1.72	0.99	2.02	0	0
ENSG00000163376	3	8	0	0	5	12	71	42
ENSG00000163380	0	0	0	0	0	0	2	0
ENSG00000163428	1.02	0	0	0	0	0	0	2.01
ENSG00000163468	0	0	1	0	0	0	2	0
ENSG00000163527	1	0	0	0	0	0	0	0
ENSG00000163531	1	0	0	0	0	0	0	0
ENSG00000163541	1	0	0	0	0	0	2.34	0
ENSG00000163576	0	0	0	0	0	0	2	0
ENSG00000163597	0	0	0	1	0	0	0	0
ENSG00000163633	0	0	0	0	0.05	0.39	0	3.12
ENSG00000163655	0	2	0	1	0	0	0	1
ENSG00000163661	1	9	1	0	58	821	696	1106
ENSG00000163683	0	3	1	2	0	0	0	0
ENSG00000163702	0	0	0	1	0	0	0	0
ENSG00000163735	0	5	1	0	0	3	0	1349
ENSG00000163840	0	0	0	0	0.99	0	0.98	0
ENSG00000164070	1	1.54	0	0	0	1	0	0
ENSG00000164074	0	0	0	0	0	0	1	0
ENSG00000164096	1	0	2	1	1	0	0	1
ENSG00000164197	57	4	2	3	17	172	76	108
ENSG00000164221	4	4	2	1	1	5	6	8
ENSG00000164237	0	0	0	0	0	1.11	0	1.01
ENSG00000164292	0	0	0	0	0	0	0	1
ENSG00000164327	0	0	1	0	0	1	0	0
ENSG00000164398	0	0	0	0	0	0.41	0	0
ENSG00000164465	0	0	0	0	0	0	0	1
ENSG00000164484	0	0	0	0	1	4	0	90
ENSG00000164485	4	9	0	0	16	14	192	0
ENSG00000164615	1	0	0	0	0	0	0	0
ENSG00000164638	2	1	0	0	0	0	0	1
ENSG00000164647	38	1	2	1	0	0	15	38.15
ENSG00000164663	0	0	0	0	0	0	1	0
ENSG00000164687	4	43	0	0	88	50	67	32
ENSG00000164754	0	0	0	1	0	0	0	0
ENSG00000164841	14	0	8	2	1	10	30	59
ENSG00000164902	2.74	0	1	0	0	0	0	0
ENSG00000164916	5.28	3.77	0	0	2.72	5.31	0	1.14
ENSG00000164924	0	0	1	0	0	0	0	0
ENSG00000164944	0	0	0	0	0	0	1	0
ENSG00000164976	0	0	0	0	0	1	0	0
ENSG00000165055	1	0	0	1	0	0	0	0
ENSG00000165084	0	1	0	0	0	0.89	0	0
ENSG00000165092	39	0	0	0	30	2	12	1131
ENSG00000165105	7.07	3	6.97	4	3	10.02	3	0
ENSG00000165275	15	11	30.06	37	10	18.01	23	2
ENSG00000165495	0	0	0	0	1	4	0	79
ENSG00000165525	0	0	0	2	0	0	0	0
ENSG00000165626	0	1	0	0	0	0	0	0
ENSG00000165633	0	0	0	0	0	1.02	3.76	0
ENSG00000165637	2	6	3	5	4	1	2	93
ENSG00000165688	0	0	0	0	0	0	0	1
ENSG00000165698	0	1	0	0	0	0	0	0
ENSG00000165795	4.96	7	21	24	21	171	550.97	82
ENSG00000165805	28.57	12.78	19.59	2.79	17.83	23.71	29.15	9.52
ENSG00000165806	0	0	0	0	0	0	0	1
ENSG00000165821	255.18	230.91	651.01	651.45	112.46	63.72	63.97	50.26
ENSG00000165934	0	0	0	0	1	0	0	0
ENSG00000166008	0	0	0	0	0	0	0	1
ENSG00000166012	0	0	0	0	0	0	0	1
ENSG00000166035	1	0	0	0	0	0	0	0
ENSG00000166068	0	0	0	0	0	0	1.2	1
ENSG00000166135	0	0	0	0	0	0	1.02	0
ENSG00000166275	1	0	0	0	1	0	0	0
ENSG00000166295	1	0	2	0	0	0	1	0
ENSG00000166317	0	0	0	0	1	0	0	0
ENSG00000166348	0	0	0	0	1	0	0	0
ENSG00000166377	2.48	9.08	4.27	4.51	9.31	3.03	0.85	4.59
ENSG00000166398	0	0	0	0	0	0	1.28	0
ENSG00000166471	0	0	1	0	0	0.97	0	1
ENSG00000166770	1	0	0	0	1	0	0	0
ENSG00000166803	0	0	0	0	0	1	0	0
ENSG00000166822	0	0	0	0	0	1	0	0
ENSG00000166840	61	125.5	2	1	97.82	127.89	39.77	32.69
ENSG00000166855	0	0	1.98	0	0	0	0	0
ENSG00000166997	1.86	0	0	0	0	0	0	0
ENSG00000167103	0	0	1.97	0	0	0	0	0
ENSG00000167110	0	0	0	0	0	0	0	1
ENSG00000167113	0	0	1	1	0	0	0	0
ENSG00000167117	0	0	1	0	0	0	0	0
ENSG00000167232	1	0	0	0	0	0	1	0
ENSG00000167522	5	15	27	15	29	41	48	5
ENSG00000167523	1	0	0	0	0	0	0	0
ENSG00000167552	1	421.67	92.4	67.08	674.79	734.97	20.63	395.7
ENSG00000167553	10842.14	14624.11	6498.59	6713.68	11433.38	8536.73	4964.47	9487.45
ENSG00000167578	1	0	0	0	0	0	0	0
ENSG00000167580	0	0	0	0	15	14	12.81	0
ENSG00000167601	0	0	0	1	0	0	1	0
ENSG00000167613	2.14	0	1	0	3.91	1.36	0	0
ENSG00000167625	0	0	0	0	0	0	3.23	0
ENSG00000167645	0	0	0	1	0	0	0	0
ENSG00000167658	0	0	0	0	0	0	1	0
ENSG00000167680	0	2.03	0	0	0	1	2.95	0
ENSG00000167693	0	2	0	0	1	0.97	0	0
ENSG00000167699	0	0.98	0	0	0	0	0	1
ENSG00000167703	0	0	0.85	0	0	0	0	0
ENSG00000167723	0	0	0	0	0	0	1	0
ENSG00000167740	1	0	0	0	0	0	0	0
ENSG00000167759	9	1	0	0	37	8	24	0
ENSG00000167984	0	1	0	0	0	0	0	1
ENSG00000167995	0	0	0	0	0	0	1	0
ENSG00000168014	2.39	3.81	3.47	0	0	0	3.37	0
ENSG00000168172	598	1390	439	279	1097.06	905	1659	834
ENSG00000168256	0	0	0	0	0	1.36	1.42	0
ENSG00000168385	996	1816.06	1865	1845	1272	1717	1512	2061
ENSG00000168411	0	0	0	0	0	0	0	1
ENSG00000168522	157	285	173	178	442	225	557	426.36
ENSG00000168610	1	0	0	0	0	0	1.9	0
ENSG00000168671	20	75	2	0	1	10	0	80
ENSG00000168765	11	8	8	11	0	3	2	56.09
ENSG00000168802	126.56	262.37	218.42	232.85	256.48	332.2	219.65	168.96
ENSG00000168872	0	0	0	0	0	1	0	0
ENSG00000168887	0	0.12	0	1	0	0	2.42	0
ENSG00000168904	0	0	0	0	1	0	0	0
ENSG00000168917	0	0	1	0	1	0	1	0
ENSG00000169180	91	259	271	268	248	145	336	367
ENSG00000169239	1	0	0	0	0.96	0	0	0
ENSG00000169241	1.36	0	0	1	0	0	0	0
ENSG00000169255	0	0	1	0	0	0	0	0
ENSG00000169359	1	0	0	0	0	0	0	1
ENSG00000169398	0	0	0	1	0	0	0	0
ENSG00000169554	0	0	0	0	0	0	0	1
ENSG00000169598	0	1	0	0	0	0.92	0	0
ENSG00000169682	0	2.99	0	0	0	0	0	0
ENSG00000169756	3	2	1	0	0	0	0	0
ENSG00000169758	1	0	0	0	0	0	0	0
ENSG00000169895	1	0	0	0	0	0	0	0
ENSG00000170144	1049.99	2130.59	2096.2	1955.19	1959.93	2282.03	1629.16	2888.62
ENSG00000170175	0	3.03	0	0	0	1	0.6	0
ENSG00000170340	0	1	1	0	1	1	0	5
ENSG00000170348	0	1	1	0	0	0	0	0
ENSG00000170417	5.49	2.75	1.93	0	3.51	4.18	5.42	0
ENSG00000170439	26	37	0	0	12	50	4	58
ENSG00000170454	0	451.96	0	0	1718	1	2	485
ENSG00000170542	1.04	0	0	0	2.12	0	0	0
ENSG00000170608	94	798	1	2	3	31	1	1
ENSG00000170632	1	0	0	0	0	2.12	0	0
ENSG00000170791	0	0	0	1	2	0	0	0
ENSG00000170919	1	6	1	2	18.23	4	88.4	1
ENSG00000170946	0	0	0	0	0	0	0	2
ENSG00000170962	52	1	0	3	0	7	99	25
ENSG00000170967	1	0	0	0	0	0	4	0
ENSG00000171044	0	0	0	0	1	19	69	4
ENSG00000171109	23.44	8.01	11.62	9.01	17.45	11.62	15.42	6.16
ENSG00000171148	1	0	0	0	0	0	0	0
ENSG00000171208	2	0	0	0	0	0	0	0
ENSG00000171291	0	1	0	0	0	0	0	0
ENSG00000171311	0	0	0	0	0	0	0	0.97
ENSG00000171345	0	0	1	0	0	0	0	0
ENSG00000171453	2	4	1	1	2	0	1	0
ENSG00000171467	0	0	0	0	0	1	1	0
ENSG00000171490	0	0	0	0	0	0	1	0
ENSG00000171606	0	0	0	0	0	1	0	0
ENSG00000171612	0	0	0	0	0	0	1	0
ENSG00000172006	0	0	0	0	0	0	1.03	0
ENSG00000172007	3.4	0	0	0	0	0	0	0
ENSG00000172113	0	1	0	0	1	0	1	0
ENSG00000172115	0	0	0	1	0	0	1	0
ENSG00000172197	4.57	3.31	1.19	0	5.63	0	0	0
ENSG00000172273	1	0	0	0	0	0	0	0
ENSG00000172318	1.41	0	0	0	0	0	1.98	0
ENSG00000172379	0	23	66	139	0	37	0	4
ENSG00000172421	0	184	0	0	0	1	0	0
ENSG00000172543	2	2	2	0	15	2	35	14
ENSG00000172613	0	3	0	0	0	3.02	0	1
ENSG00000172687	0	0	0	0	1	0	0	0
ENSG00000172689	0	0	0	0	0	0	1	0
ENSG00000172780	14.97	24.48	22.04	13.27	21.34	12.8	69.24	1.12
ENSG00000172824	0	0	1	0	0	0	0	0
ENSG00000172828	0	1	0	1	1	2	0	0
ENSG00000172840	0	1	1	0	0	0	0	0
ENSG00000172954	2	0	0	0	0	0	0	0
ENSG00000173041	0	0	0	0	0	0	0	1
ENSG00000173065	1	0	0	0	0	0	0	0
ENSG00000173163	1	3	0	0	4	2	0	17
ENSG00000173198	1.06	1	1.03	0	5.87	8.9	14.64	0.5
ENSG00000173200	24.52	2.53	12.56	2.93	15.63	33.44	47.13	3.38
ENSG00000173212	2.94	0	0	0	0	0	0	0.04
ENSG00000173214	0	1	0	0	0	2.65	1	0
ENSG00000173258	2	0.86	0	0	0	0	0	0
ENSG00000173281	0.98	0	0	0	0	0	0	0
ENSG00000173327	0	0	0	1	0	0	0	0
ENSG00000173517	0	1	3	1	0.74	2	0	0
ENSG00000173542	0	0	0	0	0	0	0	1
ENSG00000173559	0	0	0	0	1.43	0	0	0
ENSG00000173597	9.98	11.38	1.21	4.94	3.24	21.85	24.13	6.99
ENSG00000173611	0	1.03	0	0	0.84	2.16	1.32	0
ENSG00000173702	42	0	0	1	0	3	7	22
ENSG00000173757	0	0	0	0	0	0	1	0
ENSG00000173786	0	0	0	1	0	0	0	0
ENSG00000173805	2.73	1.98	0	0	0	1	0	0
ENSG00000173809	0	0	0	0	0	0	0	1.86
ENSG00000173875	0	0	0	0	0	0	0	1
ENSG00000173889	0	0	0	0	0	1	0	0
ENSG00000174013	0	0	0	0	0	1	0	0
ENSG00000174099	0	0	0	0	0	1	0	0
ENSG00000174428	0	0	0	0	0	0	1	0
ENSG00000174444	1349	1781.95	836	967	730	3506.99	1741.09	2906.69
ENSG00000174456	0	0	0	0	0	0	2	0
ENSG00000174697	1	0	0	0	3	1	6	6
ENSG00000174749	28.65	12.73	11.59	12.41	41.01	60.27	66.62	23.21
ENSG00000174796	0	1	0	0	0	0	0	0
ENSG00000174799	0	0	0	1	0	0	0	0
ENSG00000174807	2	1	1	0	55	2	67	171
ENSG00000174840	0	0	0	1	0	0	0	0
