id	SRR925687	SRR925688	SRR925720	SRR925721	SRR934634	SRR925697	SRR925703	SRR925714	SRR925716	SRR925726	SRR934636
ENSG00000136155.15	6.45	29.02	3.97	8.42	9.36	0	0	0	0	0.7	0
ENSG00000166949.14	41.94	24.47	27.92	69.9	22.14	27.23	72.1	61.23	49.26	96.9	95.94
ENSG00000145736.13	9.95	3.5	5	4.65	15.55	17.34	13.22	21.85	23.77	10.8	5.25
ENSG00000089639.9	9.64	9.56	9.76	21.91	18.31	8.89	4.55	4.87	2.77	8.31	13.25
ENSG00000151552.10	45.31	17.61	41.59	37.37	38.36	33.46	7.21	14.44	22.32	39.36	6.98
ENSG00000186625.12	5.43	8.78	10.05	9.35	5.47	12.38	23.45	8.86	7.16	12.49	17.55
ENSG00000106609.15	97.06	56.78	81.6	85.28	119.44	40.84	49.69	59.31	75.18	80.02	65.65
ENSG00000155097.10	23.76	18.42	22.52	13.99	12.77	25.98	32.7	59.63	33.92	22.01	19.86
ENSG00000132669.11	22.15	37.1	33.05	17.51	44.12	22.37	12.31	23.04	22.75	18	13.27
ENSG00000067057.15	316.23	127.58	201.01	241.4	291.24	161.97	30.51	152.03	181.94	148.7	202.15
ENSG00000170004.15	27.1	50.3	21.9	27.44	53.23	44.88	81.4	56.55	92.93	31.18	141.18
ENSG00000143382.12	9.31	50.28	5.09	24.14	16.13	0.23	0.56	1.9	0.71	0.41	1.23
ENSG00000117472.8	70.43	151.2	20.79	55.06	18.28	1.1	0.95	0.87	0.79	2.21	8.02
ENSG00000205426.9	3.05	1144.98	1415.04	1473.54	128.33	2.59	172.38	2.18	1.55	12.28	0.9
ENSG00000144048.9	22.43	19.92	19.31	12.85	16.52	15.35	8.83	9.39	7.28	22.97	6.1
ENSG00000198931.9	256.98	211.93	243.37	275.21	319.11	232.31	109.83	180.1	154.1	257.97	252.78
ENSG00000109466.12	15.32	11.99	15.14	13.33	9.35	8.17	8.86	9.27	4.81	16.26	3.19
ENSG00000257103.7	69.63	58.85	102.98	63.19	106.14	90.12	93.77	118.05	111.69	101.26	181.03
ENSG00000169032.8	60.35	44.49	68.7	96.58	58.22	34.47	32.05	21.47	25.41	83.41	38.68
ENSG00000171953.14	21.7	34.27	13.08	13.37	26.42	13.85	8.2	9.72	17.02	9.71	12.05
ENSG00000186635.13	37.72	68.06	53.56	32.55	24.56	17.35	10.6	30.97	20	30.97	32.63
ENSG00000166847.8	42.69	29	35.05	34.96	35.83	49.67	46.65	64	34.45	32.85	59.74
ENSG00000092094.9	18.47	16.91	23.54	29.85	27.68	41.73	66.35	20.01	26.03	50.25	33.57
ENSG00000115816.12	19.43	13.79	19.44	10.12	10.33	17.95	31.08	25.35	25.01	28.43	9.16
ENSG00000075975.14	15.06	12.88	17.96	14.43	12.83	30.18	17.5	41.32	15.1	20.22	20.19
ENSG00000134324.10	27.39	53.11	17.51	13.36	28.9	6.22	15.89	7.39	13.27	12.79	9.52
ENSG00000123154.10	8.71	6.63	12.72	9.75	10.74	11.04	12.05	11.52	27.3	16.52	32.25
ENSG00000148400.9	58.48	95.29	22.44	6.73	48.39	7.59	3.52	4.18	8.71	12.3	11.58
ENSG00000108854.14	8.41	6.59	18.8	19.12	4.89	42.63	12.32	32.32	21.98	60.74	10.93
ENSG00000001617.10	63.13	153.61	32.87	33.85	35.94	8.71	14.16	2.54	7.63	1.15	2.24
ENSG00000135373.11	16.87	66.51	6.01	56.79	11.09	0	0.23	0.05	0.11	0	0
ENSG00000133706.16	33.77	42.54	62.64	26.68	28.7	74.56	141.71	90.34	45.57	33.81	69.23
ENSG00000144810.14	5.12	0.37	18.13	8.34	6.86	11.88	49.89	3.84	57.85	28.31	18.46
ENSG00000180198.14	82.85	31.5	77.56	44.91	80.22	95.12	71.78	68.55	152.73	82.11	157.45
ENSG00000143499.12	38.14	34.67	73.43	26.21	44.45	24.7	17.55	21.98	12.41	47.95	8.67
ENSG00000004975.10	30.77	22	18.87	20.67	35.38	45.76	28.72	24.47	53.93	45.38	90.31
ENSG00000154781.14	4.83	7.13	5.94	7.29	9.06	8.67	13.76	12.78	6.12	6.82	13.75
ENSG00000166716.8	9.7	7.15	7.23	7.71	5.88	11.87	10.79	11.01	11.11	18.7	33.72
ENSG00000087299.10	8.94	4.46	8.07	4.97	8.6	7.28	11.01	11.49	9.97	15.98	7.01
ENSG00000234851.4	836.97	863.4	619.74	764.88	1288.94	518.6	463.77	582.22	365.42	785.37	805.45
ENSG00000203791.12	6.29	6.98	7.71	5.36	10.48	14.8	19.7	30.81	6.85	8.66	13.19
ENSG00000176387.6	8.35	24.22	3.97	4.05	9.15	0.79	0.08	1.13	0.32	1.22	0.4
ENSG00000131470.13	17.25	5.24	10.3	10.61	21.17	19.73	16.83	51.35	74.61	56.09	9.26
ENSG00000163349.20	10.59	7.63	10.54	9.48	6.61	12.82	10.14	40.42	12.88	27.43	16.8
ENSG00000221988.11	18.75	14.45	8.65	14.69	16.52	19.91	17.31	12.74	30.75	30.23	20
ENSG00000118971.6	11.01	26.13	9.18	0	37.14	0.01	0.1	0.01	0.43	0	0.64
ENSG00000179833.4	10.8	11.85	5.81	9.84	3.5	10.7	11.32	8.01	15.82	26.62	28.69
ENSG00000120742.9	23.54	23.09	27.31	27.83	47.53	58.39	38.38	69.61	67.09	23.28	127.24
ENSG00000131373.13	9.16	9.19	13.11	14.41	11.78	14.34	16.29	30.46	14.88	12.68	34.69
ENSG00000173905.7	7.23	6.68	16.69	8.69	20.33	16.3	14.07	41.27	37.28	17.42	17.12
ENSG00000134077.14	39.52	13.38	28.35	24.94	18.69	62.13	73.51	81.6	30.82	26.42	24.15
ENSG00000228794.7	8.89	5.86	9.73	6.4	11.56	13.59	16.39	8.39	17.65	14.15	36.75
ENSG00000175592.7	98.85	8.07	104.49	259.12	80.2	160.2	141.89	127.9	330.9	391.25	579.96
ENSG00000151014.5	9.33	6	5.94	13.61	11.45	17.76	12.14	19.09	8.36	14.46	11.59
ENSG00000172534.12	30.91	13.06	26.25	21.97	32.72	48.91	19.05	24.67	55.91	40.59	63.48
ENSG00000153827.12	51.17	33.66	52.9	47.28	24.66	41.37	175.55	162.8	66.3	53.38	81.43
ENSG00000102710.18	22.54	11.5	20.74	18.56	16.45	48.83	36.49	33.87	8.53	22.66	37.11
ENSG00000168385.16	109.23	101.07	113.37	90.57	48.14	152.85	294.23	174.81	85.49	169.36	102.81
ENSG00000149292.15	13.85	11.16	13.34	7.93	9.94	4.47	10.37	4.94	2.26	13.05	7.51
ENSG00000174791.9	73.18	49.06	46.18	36.61	33.52	15.88	12.55	6.13	59.99	35.53	23.7
ENSG00000070610.13	48.56	47.11	50.34	37.45	45.16	40.66	26.09	37.48	34.6	51.09	32.7
ENSG00000172380.5	20.16	19.89	35.37	27.4	11.33	128.11	33.28	80.17	56.25	46.11	17.61
ENSG00000137200.11	9.67	11.83	12.4	14.24	14.16	14.39	25.07	15.36	23.84	23.27	53.14
ENSG00000119673.13	0	2.17	6.36	20.17	5.95	27.54	11.59	12.45	23.57	20.12	68.74
ENSG00000033030.12	3.39	7.9	9.02	5.23	7.8	11.38	13.07	12.92	4.2	15.55	7.83
ENSG00000179750.14	4.85	11.53	1.83	6.83	5.95	16.75	53.47	0	50.97	64.25	7.11
ENSG00000099204.17	31.32	66.99	34.68	15.1	40.95	5.92	8.45	10.15	0.88	14.15	48.8
ENSG00000174938.13	19.35	3.41	1.69	17.84	0.7	68.8	47.49	8.3	6.49	18.74	71.4
ENSG00000163659.11	32.13	21.35	35.27	24.53	7.98	24.68	5.24	7.18	17.82	13.95	0.43
ENSG00000215256.3	12.68	10.62	8.5	6.52	7.48	4.74	11	4.36	2.88	1.61	7.95
ENSG00000089123.14	10.61	6.86	8.53	5.26	8.44	4.67	2.57	10.63	4.54	3.94	1.74
ENSG00000135821.15	579.2	1711.26	546.61	208.41	372.96	0.53	5.28	53.64	14.29	34.76	47.07
ENSG00000170955.9	137.42	50.22	67.47	144.38	50.6	9.52	25.47	5.77	65.49	63.73	55.09
ENSG00000204138.11	11.17	11.17	10.43	7.61	7.08	12.95	28.46	12.68	13.81	16.27	10.16
ENSG00000156504.15	21.17	13.72	17.53	9.75	9.56	55.05	53.09	34.09	11.82	49.25	5.6
ENSG00000196220.14	11.07	11.8	10.07	1.47	3.76	0.48	7.15	1.72	1.51	0.08	3.55
ENSG00000103260.7	124.04	68.68	49.6	55.52	70.24	16.21	21.51	5.16	55.33	25.87	89.26
ENSG00000153029.13	13.66	13.15	9.21	6.16	6.01	5.83	10.17	6.88	1.4	0.89	5.43
ENSG00000001036.12	14.29	27.91	26.31	55.5	36.29	86.99	45.57	87.34	53.78	66.13	16.33
ENSG00000108602.16	70.55	138.55	46.34	25.68	11.13	2.78	6.86	0	0.09	0.38	8.43
ENSG00000160691.17	415.67	372.2	361.03	221.41	342.89	182.79	46.78	119.53	133.04	136.92	500.61
ENSG00000140416.18	67.24	54.26	65.04	105.65	33.66	665.52	221.26	295.25	293.82	77.22	70.93
ENSG00000184584.11	29.84	25.08	38.02	47.52	28.83	2.77	17.28	6.63	23.55	47.6	0.4
ENSG00000135297.14	9.46	10.93	13.41	14.32	12	55.35	20	33.18	11.91	14.47	27.71
ENSG00000160299.15	15.45	8.16	17.13	5.05	6.43	15.42	19.57	7.23	25.16	17.6	35.23
ENSG00000104783.10	111.73	71.66	78.62	105.06	36.6	0.36	9.42	6.59	36.11	7.12	126.38
ENSG00000067606.14	17.72	22.9	11.14	4.9	17.82	0.05	5.09	9.8	0.44	18.16	3.55
ENSG00000114554.10	66.74	31.9	42.91	51.8	66.73	17.94	14.63	39.29	63.34	30.49	22.34
ENSG00000132478.8	10.06	8.41	10.98	17.54	13.83	9.16	19.26	22.87	13.02	30.91	23.49
ENSG00000108055.9	15.72	7.76	14.57	7.69	8.21	18.24	43.37	29.67	21.86	26.18	2.39
ENSG00000119431.8	20.41	29.43	12.76	17.77	17.31	11.6	4.34	10.12	3.39	11.67	24.64
ENSG00000133119.11	20.54	7.8	18.97	7.85	12.99	44.54	50.98	38.31	15.55	30.39	4.06
ENSG00000142867.11	9.26	6.09	6.53	11.22	4.45	11.15	12.73	20.95	5.91	21.57	9.44
ENSG00000086061.14	68.3	30.32	56.74	60.35	33.25	114.85	119.86	97.5	64.58	142.71	17.69
ENSG00000013306.14	171.33	180.24	189.34	251.94	284.38	140.67	60.04	163.77	104.54	186.83	228.39
ENSG00000108821.12	5.99	69.92	2.35	14.78	14.92	835.5	51.45	989.6	1708.47	3.33	270.59
ENSG00000167608.10	10.43	21.37	3.18	20.86	2.16	1.16	0.34	1.47	2.52	1.82	1.28
ENSG00000092148.11	24.41	21.74	25.64	20.03	17.56	19.76	52.26	52.94	25.16	41.65	23.71
ENSG00000113387.10	79.23	46.24	68.53	49.39	27.13	173.68	184.59	114.6	78.36	140.51	7.53
ENSG00000134371.9	5.69	5.24	8.83	7.41	4.73	12.73	14.78	14.36	5.92	10.19	4.84
ENSG00000137337.13	12.21	12.8	15.79	10.62	22.82	17.65	39.03	71.36	21.79	14.61	68.72
ENSG00000170144.17	188.85	97.8	166.83	143.93	105.68	234.38	344.7	326.27	143.4	240.48	104.41
ENSG00000115419.11	33.63	12.25	20.93	40.04	14.91	49.4	116.1	97.45	27.37	17.67	57.75
ENSG00000254772.8	1041.19	2263.44	1477.52	1512.54	1792.48	975.73	924.38	878.04	945.65	1498.62	1465.79
ENSG00000233429.8	71.55	34.46	16.25	22.33	14.77	2.04	7.82	10.12	6.64	0	10.75
ENSG00000149527.16	62.29	59.71	25.59	0.05	9.66	0.04	0.02	0.02	0.29	0.8	0.42
ENSG00000223501.7	16.48	31.78	31.4	30.04	24.24	39.94	43.4	40.38	26.28	42.84	88.54
ENSG00000172890.10	44.36	76.58	45.65	34.75	44.02	28.5	15.94	19.63	12.86	35.32	59.06
ENSG00000107984.8	234.37	78.02	169.07	259.93	57.22	38.73	0.97	22.7	29.92	213.09	1.91
ENSG00000187514.13	548.07	456.16	674.52	470.71	1062.39	693.95	2078.06	1251.36	960.28	879.97	914.92
ENSG00000025800.12	19.42	17.86	21.21	17.23	18.01	22.6	23.09	37.29	18.66	20.67	28.24
ENSG00000125775.13	18.99	49.17	40.52	138.17	26.6	1.82	1.45	1.02	2.01	2.15	4.19
ENSG00000130254.10	29.31	15.79	31.4	21.53	47.59	30.43	34.04	54.04	99.44	37.91	85.11
ENSG00000115221.9	27.92	21.81	9.74	73.33	11.1	0.62	0.54	0.9	0.02	0	0.05
ENSG00000273420.1	11.13	1.17	10.47	19.14	30.11	3.61	0	0	0	0	12.14
ENSG00000167595.13	25.8	9.08	20.44	15.61	15.02	14.6	25.99	40.01	26.6	27.45	22.38
ENSG00000090971.4	26.34	5.53	6.88	14.34	17.13	22.9	21.27	14.26	59.23	24.66	37.3
ENSG00000183291.14	73.03	52.87	85.54	57.71	44.01	102.63	227.99	170.9	52.3	225.23	51.12
ENSG00000137161.15	9.54	21.61	15.57	17.54	22.48	26.09	29.16	14.46	27.15	22.34	46.13
ENSG00000157551.16	18.81	1.16	8.54	6.01	4.95	0.17	1.65	0.78	1.07	0.16	0.05
ENSG00000133131.13	14.09	12.6	9.05	5.76	2.45	14.51	51.55	29.37	18.79	28.89	2.87
ENSG00000010219.12	61.27	26.11	36.51	35.83	30.75	29.08	3.41	33.34	13.37	20.06	32.33
ENSG00000120694.18	37.47	41.78	42.33	19.54	38.83	84.82	112.53	87.86	29.49	64.96	27.46
ENSG00000174442.10	14.47	6.87	14.62	6.09	3.36	24.99	36.47	20.74	11.63	34.98	1.93
ENSG00000184702.16	15.21	1.51	2.33	4.01	7.34	21.42	5.12	57.97	41.98	1.33	76.89
ENSG00000141480.16	19.82	15.74	17.12	11.43	25.12	58.57	31.36	20.61	30.14	13.3	49.36
ENSG00000257084.1	22.68	50.19	3.53	11.31	11.65	0	0	0	0	0	0
ENSG00000170525.17	17.82	13.49	17.41	17.21	17.69	24.74	16.2	31.35	21.93	16.39	21.6
ENSG00000159788.17	32.8	41.61	26.61	6.45	26.75	12.56	5.6	8.46	12.56	22.52	15.32
ENSG00000133114.16	6.73	7.27	8.91	3.64	6.96	13.95	20.24	12.15	4.97	11.41	7.53
ENSG00000072062.12	76.22	44.02	45.41	48.88	46.95	83.29	97.95	76.11	58.33	51.35	61.4
ENSG00000240849.9	54.97	86.83	41.03	88.59	50.37	70.48	44.12	25.43	35.3	26.38	34.26
ENSG00000082074.14	18.36	9.5	2.49	5.9	1.39	0.02	0.55	0.02	0.02	0	0
ENSG00000189306.9	39.98	13.52	23.48	30.99	25.93	23.61	34.83	96.08	78.31	63.9	29.73
ENSG00000109390.10	58.66	67.01	66.82	73.04	71.64	41.13	21.83	34.64	22.43	39.98	94.62
ENSG00000100281.12	8.61	5.73	13.01	6.4	6.3	11.12	36.94	14.82	15.41	21.21	7.24
ENSG00000059691.10	28.08	20.71	15.22	12.3	12.78	9.83	9	11.37	8.3	11.77	13.71
ENSG00000137393.9	2.66	19.78	27.47	4.9	14.46	11.68	0	0.52	0.43	3.55	0
ENSG00000136848.15	44.95	65.06	16.86	13.03	32.88	13.14	2.75	14.84	21.66	15.86	1.24
ENSG00000137857.16	38.45	102.69	14.52	9.2	39.1	0.1	0.73	0.32	0.51	0.67	0.32
ENSG00000181666.16	7.16	11.62	12.32	14.32	12.42	19.53	25.6	26.57	14.62	5.04	25.25
ENSG00000180287.15	3.57	18	3.6	6.25	3.45	0	0.2	0	0	0.8	0
ENSG00000269955.2	17.95	18.15	14.87	6.79	15.08	23.1	72.82	43.53	22.31	24.51	18.03
ENSG00000033170.15	8.6	4.44	8.51	21.69	4.77	13.81	42.28	31.9	23.47	19.21	4.87
ENSG00000140854.11	25.27	16.2	30.29	25.69	28.28	37.42	18.14	30.01	38.31	59.11	48.14
ENSG00000180801.12	10.85	1.17	10.26	9.36	12.5	32.72	17.72	8.37	16.06	24.35	8.31
ENSG00000147526.18	5.2	6.42	11.73	12.7	7.06	23.24	10.99	71.23	33.06	32.24	7.9
ENSG00000164855.14	17.3	48.87	8.61	11.91	9.74	0	0.12	0.95	0.15	3.01	1.99
ENSG00000137343.16	2.72	5.22	6.65	9.21	6.69	17.38	14.95	11.66	9.09	7.25	37.44
ENSG00000182670.12	20.29	13.29	21.34	20.31	17.17	70.44	22.62	24.86	33.8	20.23	70.07
ENSG00000087302.7	123.91	103.41	113.25	105.24	83.85	171.73	228.93	172.77	61	203.55	128.91
ENSG00000145675.13	10.44	27.93	25.88	12.63	9.21	2.3	23.47	3.85	3.29	2.67	3.06
ENSG00000178913.7	20.39	27.63	27.28	11.5	20.66	43.58	60.4	64.94	14.38	30.35	26.68
ENSG00000100320.21	45.45	39.42	39.48	56.18	29.4	38.41	117.73	40.58	77.67	73.47	66.82
ENSG00000147689.15	72.06	93.73	55.46	454.31	230	0.24	0.41	0.02	0.11	0.91	0.07
ENSG00000120942.12	12.34	6.18	17.43	7.54	12.53	20.87	11.2	11.46	23.21	17.34	35.49
ENSG00000156482.9	1541.69	1548.18	1889.36	1744.86	1972.92	1683.54	1517.71	1393.82	1409.48	1661.45	763.4
ENSG00000153395.8	19.93	10.25	17.79	16.44	23.18	21.46	53.23	15.97	24.57	52.07	27.52
ENSG00000117139.15	9.62	32.63	23.12	11.49	20.29	18.96	4.42	11.88	2.91	6.13	10.69
ENSG00000224470.6	9.26	8.05	7.73	5.26	4.19	11.18	8.2	20.77	7.19	12.37	9.54
ENSG00000047936.9	6.77	0.18	10.37	15.65	1.57	0.08	0.13	0.05	0.04	0	0.01
ENSG00000104522.14	157.71	104.92	207.11	317.13	347.2	161.01	97.51	50.63	168.04	90.11	129.26
ENSG00000163435.14	20.52	51.06	1.13	59.36	9.38	0.64	0.4	0.66	0.37	1.16	0.62
ENSG00000122417.14	4.94	7.18	6.75	7.25	5.02	10.41	22.43	39.33	6.59	20.8	7.11
ENSG00000168495.11	10.54	16.44	21.61	19.09	22.73	53.59	15.83	34.74	42.54	14.6	75.05
ENSG00000118762.6	13.81	13.86	6.99	4.61	1.4	9.71	45.44	18.5	18.49	11.42	18.52
ENSG00000145919.9	31.36	33.01	39.06	14.95	45.43	60.77	44.2	59.2	35.03	45.72	116.82
ENSG00000157349.14	17.04	26.48	14.23	27.34	26.37	42.46	28.99	22.33	25.39	38.82	66.02
ENSG00000012963.12	23.55	8.67	18.29	16.96	27.07	17.16	47.98	24.98	38.58	27.11	25.08
ENSG00000126749.13	24.35	8.93	24.36	19.88	12.16	29.81	43.05	52.8	23.53	38.25	8.81
ENSG00000150712.9	6.8	4.53	9.39	9.53	5.08	15.79	13.83	6.69	10.14	15.11	5.98
ENSG00000172216.5	51.16	33.04	24.63	46.98	28.77	15.32	37.78	17.84	20.58	7.03	35.98
ENSG00000078269.12	7.26	3.1	4.03	21.41	4.38	11.96	12.03	6.01	35.26	29.51	24.26
ENSG00000152990.12	32.15	33.56	29.9	19.2	11.61	13.51	16.8	25.51	9.96	14.93	8.47
ENSG00000273061.1	3.69	8.52	6.8	11.16	0	0.81	5.69	1.6	0.21	0	0
ENSG00000117174.9	8.39	4.59	9.76	5.4	5.96	18.24	28.33	109.41	18.2	39.1	21.85
ENSG00000109805.8	19.55	9.04	19.44	6.25	13.97	22.61	37.16	31.45	24.21	41.62	2.86
ENSG00000100504.15	128.86	90.5	77.18	67.08	156.65	29.42	8.55	66.38	30.09	129.24	66.78
ENSG00000173852.12	8.13	3.9	8.87	6.56	7.02	10.18	17.14	19.55	9.61	20.2	2.73
ENSG00000125885.12	9.23	3.32	12.23	4.19	2.53	19.34	17.01	42.71	15.54	17.33	0.8
ENSG00000132698.12	80.54	159.07	0.31	52.01	32.19	0.16	0.15	0.63	0.12	0.84	0
ENSG00000134690.9	57.05	21.26	31.86	12.49	50.88	55.24	49.29	69.88	43.19	88.07	40.1
ENSG00000100941.7	42.55	30.77	34.22	25.71	54.85	52.72	47.2	86.54	31.15	62.73	55.77
ENSG00000057757.8	29.94	25.3	29.93	26.34	25.59	47.83	51.89	32.94	30.44	48.3	21.03
ENSG00000176532.3	19.95	1.93	3.87	12.12	3.34	0	0	0.03	0.12	0.15	0
ENSG00000171163.14	40.6	50.52	58.6	38.77	33.33	33.92	17.24	26.31	19.94	30.88	53.62
ENSG00000150093.17	198.27	222.31	217.7	253.79	102.13	565.76	746.81	419.69	197.05	171.21	319.98
ENSG00000100124.11	25.47	10.24	19.49	16.57	15.26	20.22	23.89	18.01	35.87	20.72	37.13
ENSG00000138495.5	70.35	41.62	60.32	66.09	138.66	20.13	20.14	60.26	34.37	51.02	30
ENSG00000066629.15	9.81	2.14	9.7	8.24	8.3	8.25	20.99	32.32	38.54	3	62.54
ENSG00000110768.10	27.36	22.25	30.49	21.63	29.28	23.62	19.56	21.21	17.32	26.9	20.72
ENSG00000134013.14	25.29	7.19	4	63.88	26.95	449.88	100.6	65.73	379.97	77.11	54.56
ENSG00000173083.13	8.55	6.14	6.74	8.83	1.53	6.54	4.66	0.81	0.18	4.25	1.18
ENSG00000138794.8	22.12	21.7	22.14	29.35	5.66	9.93	16.57	11.72	5.43	12.24	9.64
ENSG00000176476.7	20.31	9.19	11.38	16	16.23	30.25	18.67	16.19	24.84	22.08	55.87
ENSG00000125676.18	14.3	14.06	13.08	10.74	3.25	49.98	47.02	44.66	13.32	20.47	2.17
ENSG00000166250.10	73.51	17.49	67.23	128.73	35.57	11.85	24.48	11.45	38.88	1.12	28.54
ENSG00000116977.17	30	35.92	45.33	23.96	23.15	6.63	12.96	24.98	8.91	41.74	12.69
ENSG00000111802.12	7.32	11.66	15.29	23.78	10.7	21.64	23.88	30.72	22.14	26.42	77.62
ENSG00000137962.11	27.96	6.42	7.89	16.01	3.38	7.2	55.62	60.58	30.24	71.16	5.7
ENSG00000160410.13	68.94	46.89	63.04	107.52	80.9	38.61	28.55	32.34	57.78	67.43	63.95
ENSG00000167635.10	18.6	14.5	29.19	15.41	9.65	46.8	51.17	81.76	27.19	28.69	8.5
ENSG00000154945.6	13.05	8.84	13.47	14.86	13.08	15.12	14.17	26.43	15.7	20.78	12.81
ENSG00000110315.5	25.06	37.59	25.61	13.37	3.91	3.11	12.13	11.32	9.5	5.2	3.65
ENSG00000167272.9	24.81	19.37	27.93	42.81	40.78	47.37	35.94	46.53	46.82	52.74	28.71
ENSG00000267106.4	2.89	11.96	5.57	9.92	12.01	1.54	2.77	5.19	1.26	3.51	9.31
ENSG00000185009.11	14.62	11.48	15.47	9.83	9.18	19.71	16.14	28.08	17.57	22.82	7.36
ENSG00000064489.20	12.04	8.34	9.33	14.02	8.42	14.46	13.57	12.87	37.8	13.22	31.44
ENSG00000103490.13	90.53	13.09	6.83	32.6	107.47	0	0.28	6.15	0.18	0	0.45
ENSG00000173113.5	314.72	406.3	275.74	240.48	186.39	141.46	227.12	172.04	179.42	222.18	238.93
ENSG00000117592.8	215.1	196.19	294.17	191.95	228.78	183.55	194.54	146.77	58.69	255.23	85.33
ENSG00000144824.18	21.85	31.49	14.94	15.35	24.72	29.73	4.03	8.26	12.77	12.02	1.31
ENSG00000166347.17	50.81	37.63	46.43	61.51	41.44	35.53	5.78	13.47	21.04	65.32	25.88
ENSG00000154174.7	13.83	11.14	17.26	11.62	13.4	28.25	26.06	21.96	21.51	17.75	6.9
ENSG00000197555.8	18.81	9.53	21.41	17.7	18.57	15.48	15.43	4.76	9.49	9.42	15.67
ENSG00000112118.16	53.44	16.94	82.43	37.99	94.44	118.44	76.27	63.15	118.02	132.93	63.65
ENSG00000187109.12	89.56	154.42	235.63	120.89	146.09	168.7	216.34	237.6	131.72	361.03	275.77
ENSG00000185721.10	44.81	24.56	43.36	41.05	46.47	38.94	100.16	45.55	54.55	61.65	59.35
ENSG00000046647.12	22.39	26.14	13.21	11.51	8.31	12.97	7.81	4.7	3.43	3.8	15.41
ENSG00000037241.6	93.45	75.31	104.59	86.68	121.95	103.58	114.53	110.2	107.42	128.45	171.38
ENSG00000116133.10	291.51	372.18	136.41	93.56	249.19	181.17	41.62	64.84	195.5	128.77	15.63
ENSG00000174917.7	115.05	82.03	110.9	119.42	132.86	61.75	18.72	31.44	104.12	90.17	127.35
ENSG00000141741.10	33.45	34.88	37.03	47.81	55.67	32.38	20.36	31.82	21.27	39.46	38.8
ENSG00000111371.14	42.26	41.34	60.45	34.43	31.46	0.66	6.54	18.05	21.24	60.1	24.76
ENSG00000171617.12	16.92	5.42	7.4	28.83	27.75	37.58	17.44	41.14	40.26	34.49	14.94
ENSG00000156802.11	17	7.03	22.2	4.85	6.81	36.69	123.18	68.56	35.88	30.56	2.23
ENSG00000088448.13	16.55	16.79	22.23	25.91	18.21	54.49	31.84	36.24	61.22	11.65	24.95
ENSG00000158234.11	16.25	23.18	15.55	17.83	9.25	6.51	5.15	15.67	4.36	19.65	5.63
ENSG00000131797.11	13.06	11.27	9.35	6.3	3.31	7.16	2.67	5.79	0.16	4.21	6.4
ENSG00000269609.4	11.15	13.95	6.47	3.86	8.47	2.32	10.49	3.33	2.13	3.95	3.86
ENSG00000213347.9	14.1	23.68	10.11	4.38	6.84	18.37	17.09	3.66	43.96	42.29	52.92
ENSG00000070367.14	12.66	12.74	13.19	11.23	12.47	15.85	42.21	51.31	14.09	33.07	10.16
ENSG00000167578.15	15.35	19.25	8.75	16.9	19.21	7.68	10.6	8.97	12.57	10.81	16.27
ENSG00000196531.9	819.75	981.78	855.53	724.29	802.99	726.02	584.22	762.07	442.17	842.35	776.73
ENSG00000142669.12	349.27	206.89	221.52	501.98	298.12	211.21	147.38	48.75	295.75	202.93	204.77
ENSG00000101335.8	0.35	8.4	24.32	4.09	3.72	493.5	6.38	208.34	334.16	69.25	7.96
ENSG00000085117.10	86.64	239.05	136.07	42.53	106.02	98.34	14.75	66.56	34.83	31.56	21.09
ENSG00000085231.12	19.32	12.24	13.9	16.95	7.74	41.76	44.42	42.99	12.12	25.54	7.35
ENSG00000166503.7	15.36	8.4	16.47	13.85	1.95	34.95	28.83	35.83	11.16	26.66	3.75
ENSG00000136758.17	45.55	30.01	40.72	32.28	22.19	65.72	52.54	123.71	26.12	44.64	75.24
ENSG00000145901.13	56.08	144.63	127.49	301.39	83.48	26.62	25.28	33.24	59.84	49.47	59.29
ENSG00000178184.14	15.52	13.96	9.82	0.47	7.47	3.95	1.32	9.17	1.85	0.41	2.06
ENSG00000119771.13	12.15	8.7	6.41	5.89	7.39	1.16	1.01	0.14	4.95	11.85	4.2
ENSG00000229647.1	13.75	4.32	13.59	3.57	2.49	3.47	1.08	3.75	1.42	0	0.17
ENSG00000224032.5	26.41	35.44	56.13	48.26	29.06	18.97	8.2	13.7	37.98	20.6	40.99
ENSG00000171223.5	36.39	64.73	56.47	141.51	106.36	19.64	25.44	3.3	27.41	14.26	104.85
ENSG00000123595.6	10.38	24.58	29.87	23.95	8.24	16.74	8.33	7.56	4.7	14.47	3.9
ENSG00000078403.15	14.19	11.15	13.55	15.21	3.84	16.67	24.81	19.13	8.04	16.72	33.31
ENSG00000110422.10	9.69	15.39	15.82	8.33	4.36	4.3	7.64	5.06	6.75	7	2.94
ENSG00000092068.17	9.78	19.12	7.68	2.68	1.33	0.04	3.11	0.51	0.09	0.51	0
ENSG00000236325.1	7.93	6.55	6.39	11.9	1.38	5.37	0	0.27	0.63	6.96	2.5
ENSG00000100503.22	10.19	4.94	10.07	5.53	9.36	11.38	31.27	27.25	6.93	13.16	11.65
ENSG00000089057.13	13.38	10.72	10.07	9.61	7.4	12.41	19.73	21.89	11.02	8.67	16.52
ENSG00000163507.12	11.7	3.57	10.4	4.7	22.38	15.77	16.97	17.94	17.08	21.97	20.51
ENSG00000225921.5	21.05	22.27	32.85	33.4	41.11	80.11	30.79	61.16	60.23	77.71	209.13
