id	group_1_sample_1_ER-ERR1084811_PE	group_1_sample_2_ER-ERR1084806_PE	group_1_sample_3_ER-ERR1084805_PE	group_1_sample_4_ER-ERR1084775_PE	group_1_sample_5_ER-ERR1084765_PE	group_1_sample_6_ER-ERR1084764_PE	group_1_sample_7_ER-ERR1084763_PE	group_2_sample_10_TN-ERR1084799_PE	group_2_sample_11_TN-ERR1084798_PE	group_2_sample_12_TN-ERR1084768_PE	group_2_sample_13_TN-ERR1084766_PE	group_2_sample_1_TN-ERR1084810_PE	group_2_sample_2_TN-ERR1084809_PE	group_2_sample_3_TN-ERR1084808_PE	group_2_sample_4_TN-ERR1084807_PE	group_2_sample_5_TN-ERR1084804_PE	group_2_sample_6_TN-ERR1084803_PE	group_2_sample_7_TN-ERR1084802_PE	group_2_sample_8_TN-ERR1084801_PE	group_2_sample_9_TN-ERR1084800_PE
Group	ER	ER	ER	ER	ER	ER	ER	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
ENSG00000009950	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000010404	2	0	2	0	0	0	0	0	3	0	1	4	0	0	0	4	1	1	0	8
ENSG00000010539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000010610	8	2	20	4	5	3	1	68	20	35	2119	20	10	0	804	0	12	21	10	116
ENSG00000010704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000011243	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
ENSG00000011275	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011295	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011454	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000011478	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0
ENSG00000011638	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000012232	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012779	51	0	166	5	1	0	1	50	29	22	54	202	1058	2	108	0	1	0	196	20
ENSG00000013293	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000013306	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000013364	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0
ENSG00000014138	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2.62	0	0
ENSG00000015479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000016082	7	0	0	0	0	0	0	0	0	14	87	6	0	0	3	10	0	10	0	20
ENSG00000017427	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000018610	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000019144	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000021355	0	0	0	0	0	0	0	0	0	0.94	0	0	0	1	0	1	0	1	0	1
ENSG00000021574	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0
ENSG00000021826	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000022267	0	0	0	1	0	0	0	9	15	0	175	0	7	2	21	1	0	7.18	10	28
ENSG00000023228	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1
ENSG00000025800	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000026751	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0	0	0	1	0
ENSG00000033170	0	0	0	0	1.03	2	0	0	0	0	0	0	0	0	0	0	0	1.14	0.7	0
ENSG00000035928	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000036530	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000037749	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000037757	784	660.29	841.3	1196	921.65	1128	996	1030.31	1903.54	2051.2	549.3	1070.04	901.82	2215.15	2118	3168.39	1333.65	952.47	1038.75	2576
ENSG00000038210	0	0	8	0	0	0	0	0	4	2	1	1	0	0	8.04	0	18.98	0.87	0	16.47
ENSG00000039319	0	0	0	0	0	0	1	2	1	1	0	2.27	2	0	0	0	0	0	0	1.82
ENSG00000042304	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044115	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000046604	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000047410	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.07	0	0	0	0
ENSG00000047621	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000047648	0	0	30	1	1	0	0	26	2	1	43	34	20	0	1	6	33	9	24	8
ENSG00000048544	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000049239	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000049541	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000050130	0.05	0	3	1	2	0.79	1	0	1	2	0	0	1	2	0	0	0.99	0.31	1	0
ENSG00000050393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000050405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000052723	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000052802	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000053372	0	0	3	0	2	1	0	1	0	0	0	0	0	0	1	4	0	2	2	0
ENSG00000053501	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
ENSG00000053524	0	0	0	0	0	0.95	0	1	0	0	0	0	0	0	0	0.9	0	0	0	0
ENSG00000054654	15.08	45.02	1.29	7.47	7.41	9.01	2.71	17.11	17.6	16.27	0	9.8	27.59	8.16	25.77	12.95	6.82	16.93	40.59	14.49
ENSG00000054690	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0
ENSG00000055332	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000056972	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000057019	0	0.96	0	1	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000057252	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000058668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1
ENSG00000058866	0	0	1	2	0	0	0	57	9	21	58	81	42	235	187	2	11	6	6	5
ENSG00000059122	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000059145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000059588	0	0	0	0	0	0	0	0	0	0	0	1.03	0	0	0	0	0	0	0	0
ENSG00000059691	1	0	0	0	0	0	0	0	0	1	0	0	0.98	0	0	0	0	2	0	0
ENSG00000060138	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000060339	0	1.27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000062485	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000063322	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0	1	0	0	0	0	0
ENSG00000063854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000064607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000064692	8	31	130	43	9	7	2	5	5	0	151	0	24	41	3	6	4	2	18	1
ENSG00000064961	0	0	0	0	0	0	0	0	0	1	0	0	0.89	0	0	0	0	0.46	0	0
ENSG00000065154	0	0	3	1	1	2	0	11	8	5	11	25	1	0	3	6	1	0	4	2
ENSG00000065413	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000065615	0	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
ENSG00000065621	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000065911	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000066044	0	0	1	0	0	0	0	1	0	0	1	0	0.96	0	0	0	0	1	0	0
ENSG00000066056	0	1	1	0	0	0	0	0	0.98	0	1.34	0	1	0	0	0	1	1	0	0
ENSG00000066294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000066427	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0.74	2	0	0
ENSG00000066468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.53	3.92	0	0	0
ENSG00000067334	0	0	0	0	1	0	0	0.97	0	0	0	0	4.37	0	0	0	0	1	1	102.22
ENSG00000067842	0	1	1	1	1	0	0	8	23	2	77	1	3	1	78	7	59	0	1	30
ENSG00000067900	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000068489	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000068654	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000068903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000069431	17.6	11.88	3.11	6.68	5.25	5.35	10.73	4.96	11.74	3.34	3.39	6.76	22.37	0	2.85	3.99	7.13	5.16	8.63	655.21
ENSG00000069702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000069869	57.65	98.29	32.53	41.25	18.06	22.98	6.02	23.15	54.48	48.4	11.72	7.26	113.41	29.73	74.49	33.12	45.35	47.63	41.51	1206.87
ENSG00000069974	0	0	0	1	0	0	0	2	0	1	0	3.02	0	0	1	1	4	1.03	0	0
ENSG00000070010	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000070182	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.01	0	0	0	0	0
ENSG00000070190	0	0	0	0	0	0	0	0	0	0	0.97	1	0	0	0	0	0	0	0	1
ENSG00000070214	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000070444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0
ENSG00000070501	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000070601	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000070669	0	1	9	2	1	3	0	0	0	10	5	0	11	2	12	7	8	0	13	0
ENSG00000070729	1	0	5	2	1	0	0	12	2	57	0	25	78	56	37	2	5	1	1	0
ENSG00000070756	3905.91	7528.85	3873.6	8666.05	3064.83	3568.84	3964.91	3939.71	4424.01	8620.93	6085.97	11015.92	6560.8	2973.73	6441.87	5025.65	4089.66	2882.52	5532.79	8230.6
ENSG00000070770	131	167	114	122	105	99	87	303	351	262	77	193	238	244	664	96	362	117	532	187
ENSG00000071073	0	0	0	0	0	0	0	0	0	0	0	2	0.01	0	0.78	0	1	0	0	0
ENSG00000071991	0	1	0	390	0	0	0	0	0	343	7	90	379	0	12	2	191	3364	3	13
ENSG00000072080	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000072110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000072121	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000072195	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000072840	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000073331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000073584	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000073712	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000073756	33	11	246	0	1	0	0	0	22	97	3412	833	22	4772	1315	532	28	139	4	18
ENSG00000074219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000074416	0	0	0	0	0	0	1	1	0	2	0	0	0	0	1.69	0	0	0	0	0
ENSG00000074660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93	1	0	0	0
ENSG00000074706	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000074755	2.2	0	1.01	1	0	0	0	1.02	0	1.05	0	0	0	1	0	1	0	4.42	0	0
ENSG00000074800	0	0	1	0	0	0	0	0	0	1	54	38	0	0	0	2	1	1	0	2
ENSG00000075131	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1
ENSG00000075539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000075624	50	162	237	212	111	69	72	255	130	73	382	252	204	235	17	261	506	126	173	81
ENSG00000075702	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
ENSG00000075884	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000075886	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000076053	1	0	1	1	0	2	0	0	0	0	0	3.99	2	3	2	2	2	0.62	0	0
ENSG00000076554	0	5.1	2.32	1.65	2.13	2.8	1	1.5	4.87	0	0	0	1.88	1.12	5.52	0	2.81	2.4	1.04	0
ENSG00000076555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000077232	0	0	0	0	0	0	0	0	0	2.61	1	0	2	0	0	0	0	0	1	1.26
ENSG00000077254	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000077454	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000077549	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000077809	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000077942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000078124	2.56	0	1	0	0	0	0	0	1	0	0	1.01	0	0	0	0	1	0	0	0
ENSG00000078142	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000078295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000078399	3	0	9	0	0	0	0	1	29.36	426.53	250.32	0	75.6	35	46.62	168	0	0	0	178.18
ENSG00000078699	0	2	0	0	0	0	0	0	0	1	1.05	1	0	0	0	1	0	3.86	1	0
ENSG00000078814	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000079385	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000079482	89.35	69.4	22.19	39.7	25.08	14.03	24.63	21.71	26.04	18.22	6.64	8.06	35.16	26.59	21.99	12.44	34.7	20.13	27.49	805.72
ENSG00000079974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15	0	0	0	0	0
ENSG00000080345	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000080371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000080573	0	0	2	1	0	0	0	4	19	25	1623	4	0	4	668	0	4	16	44	1
ENSG00000080802	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000080839	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000080947	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1.01	0	1.01
ENSG00000081014	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000081377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03	0	0	0	0	0
ENSG00000081665	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	1	0	1	3	0
ENSG00000081760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000081870	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000082269	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000082805	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000082898	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000083067	0	0	0	0	0	1	0	0	0	0	0	0	0	0.86	0	1	0	0	0	0
ENSG00000083123	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
ENSG00000083312	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000083807	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
ENSG00000084092	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000084112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000084234	0	2	1	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0.97	0	0
ENSG00000084623	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0
ENSG00000084754	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000084774	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000085662	3	9.37	2	12.94	0	0	0	1	1.01	1	0	0	4.19	2	0	4.64	1.22	2	5	0
ENSG00000085998	0	1	1	1	0	0	0	0	0	0	1.98	0	0	0	0	0.99	0	0.98	0	1
ENSG00000086015	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0
ENSG00000086102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000086598	0	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0	1
ENSG00000086666	38.96	42	45	66	61	35	49	52	50	20	29	79	74	25	40	54	45	27	31	69
ENSG00000087053	0	2	0	1	2	2	0	0	2	0	0	0	1	1	1	1	0	0	0	3
ENSG00000087206	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ENSG00000087258	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000087263	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000087266	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1.99	0	0
ENSG00000087269	1	0	1	1	1	2	0	1	0	0	6	0	0	0	0	0	0	0	0	0
ENSG00000087460	13	0	7	1	0	1	0	2	10	5	0	1	2	0	13	0	2	0	4	22
ENSG00000087470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000088205	0	6.69	1.54	0	2.37	2	1	1	0	2	60	36	2	1	5	6	3	3	2	3
ENSG00000088340	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088882	0	0	8	17	6	1	1	2	7	0	987	47	7	3	1	42	14	5	26	88
ENSG00000089006	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000089050	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000089091	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000089225	0	0	2	3	0	0	0	30	233	0	458	3	4	4	3	0	25	12	0	37
ENSG00000089351	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000089775	0	0	0	0	0	0	0	1	1	0	0	2	8.92	0	1	0	0	0	4	0
ENSG00000090263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000090382	0	1.16	1	0	0	0	1	0	0	0.99	0	0	0	0	0	1	0	0	0	1.65
ENSG00000090487	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.99	1.08
ENSG00000090554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000090581	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000091409	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000091436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000091536	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000091592	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000091651	28.41	48.05	32	9.67	7.35	18.59	8.12	76	19.22	5.06	0	5.11	89.52	10.85	72.29	157.18	51.81	14.16	17.81	7.03
ENSG00000091844	1	0	0	0	0	0	0	0	0	0	3	0	3	0	1	0	0	1	0	0
ENSG00000092203	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000092330	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000092853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000092871	0	0	0	0	0	0	0	0	0	0	0	2	4.23	0	0	0	0	0	0	0
ENSG00000093134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000094916	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000095261	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095380	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000095485	2	3	1	2	1	1	2	4	4	2	29	18	4	1	5	2	1	0	2	0
ENSG00000095787	3.09	1.06	0	0	1.78	0.99	0	1.96	5.92	1.04	0	0	3.75	2	1.1	0	1.15	1.07	0	0
ENSG00000096093	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
